TCGA-AB-2915	TCGA-AB-2815	TCGA-AB-2955	TCGA-AB-2933	TCGA-AB-2929	TCGA-AB-2849	TCGA-AB-2980	TCGA-AB-2952	TCGA-AB-2814	TCGA-AB-3011	TCGA-AB-2942	TCGA-AB-2819	TCGA-AB-3001	TCGA-AB-2858	TCGA-AB-2928	TCGA-AB-2943	TCGA-AB-3012	TCGA-AB-2897	TCGA-AB-2950	TCGA-AB-2975	TCGA-AB-2842	TCGA-AB-2823	TCGA-AB-2937	TCGA-AB-2841	TCGA-AB-2893	TCGA-AB-2882	TCGA-AB-2991	TCGA-AB-2919	TCGA-AB-2901	TCGA-AB-3002	TCGA-AB-2956	TCGA-AB-2963	TCGA-AB-2984	TCGA-AB-2812	TCGA-AB-2971	TCGA-AB-2948	TCGA-AB-2834	TCGA-AB-2898	TCGA-AB-2930	TCGA-AB-2970	TCGA-AB-2813	TCGA-AB-2986	TCGA-AB-2994	TCGA-AB-2811	TCGA-AB-2996	TCGA-AB-2949	TCGA-AB-2808	TCGA-AB-2941	TCGA-AB-2828	TCGA-AB-2865	TCGA-AB-2917	TCGA-AB-2983	TCGA-AB-2856	TCGA-AB-2995	TCGA-AB-3008	TCGA-AB-2918	TCGA-AB-2924	TCGA-AB-2895	TCGA-AB-2931	TCGA-AB-2913	TCGA-AB-2891	TCGA-AB-2914	TCGA-AB-2840	TCGA-AB-2932	TCGA-AB-2875	TCGA-AB-2805	TCGA-AB-2825	TCGA-AB-2981	TCGA-AB-2839	TCGA-AB-3009	TCGA-AB-2890	TCGA-AB-2883	TCGA-AB-2822	TCGA-AB-2872	TCGA-AB-2846	TCGA-AB-2892	TCGA-AB-2880	TCGA-AB-2873	TCGA-AB-2966	TCGA-AB-2885	TCGA-AB-2861	TCGA-AB-2884	TCGA-AB-2921	TCGA-AB-2912	TCGA-AB-2835	TCGA-AB-2908	TCGA-AB-2876	TCGA-AB-2843	TCGA-AB-2934	TCGA-AB-2874	TCGA-AB-2920	TCGA-AB-2938	TCGA-AB-2844	TCGA-AB-2916	TCGA-AB-2899	TCGA-AB-2847	TCGA-AB-2959	TCGA-AB-2944	TCGA-AB-2940	TCGA-AB-2878	TCGA-AB-2871	TCGA-AB-2818	TCGA-AB-2877	TCGA-AB-2977	TCGA-AB-2999	TCGA-AB-2857	TCGA-AB-2820	TCGA-AB-2936	TCGA-AB-2946	TCGA-AB-2830	TCGA-AB-2973	TCGA-AB-2853	TCGA-AB-2998	TCGA-AB-2821	TCGA-AB-2982	TCGA-AB-2867	TCGA-AB-2988	TCGA-AB-2939	TCGA-AB-2979	TCGA-AB-2925	TCGA-AB-3007	TCGA-AB-2863	TCGA-AB-2845	TCGA-AB-2910	TCGA-AB-2976	TCGA-AB-2965	TCGA-AB-2935	TCGA-AB-2881	TCGA-AB-2927	TCGA-AB-2866	TCGA-AB-2869	TCGA-AB-2859	TCGA-AB-2806	TCGA-AB-2987	TCGA-AB-2900	TCGA-AB-2992	TCGA-AB-2894	TCGA-AB-2817	TCGA-AB-2836	TCGA-AB-2851	TCGA-AB-3000	TCGA-AB-2826	TCGA-AB-2870	TCGA-AB-2888	TCGA-AB-2886	TCGA-AB-2896	TCGA-AB-2911	TCGA-AB-2810	TCGA-AB-2990	TCGA-AB-2889	TCGA-AB-2862
PLCG1	2.90908125095395	2.29476864971387	0.70051810984026	2.34799128882222	4.12411965712425	4.17978491340125	1.868265193436	3.01961047563231	2.08188598904678	1.86746517205537	2.05327436916889	3.38315516908908	2.62011200248026	4.33077564838323	1.49348799344409	4.02369359529517	1.48442380552641	1.23863402362735	4.02629369959479	1.22247073694155	1.06882005911835	0.797590106466873	3.807591916776	1.17911608631135	1.70971896873232	3.42169902396333	2.28331375709379	1.59355743119863	3.13283311624384	1.98926728160233	2.90572981722669	1.35261786389037	0.331342806340968	0.885736233873194	2.60739518177904	2.09015799222491	1.19964031076226	2.39193237792386	1.02806199819203	1.57433842494931	2.07871024605568	0.878978511754404	2.35180356746535	1.94061931918565	2.50480214781818	3.06543754807053	1.26389675946154	4.05719290362684	1.28254537142858	2.17070833245033	1.8370591942629	1.98072581548817	1.45947253813451	3.57656809059314	1.49218391645979	0.84828092921902	1.59983526177821	1.34677822517129	1.23372366208724	1.35357284734988	2.9806457633716	1.80028118103754	1.72733933975138	1.23579383271295	4.01511215220629	2.42437230859916	1.33315005370887	0.744865389466761	0.72920870131302	3.4545828442761	4.65641628216652	2.15404360423497	3.16357054321754	1.3102860185337	1.98601147643233	1.70878803147219	0.751933602440268	2.5041619620149	1.91005643199144	4.06052733724785	2.54954793489651	2.28520777485852	1.2066432239834	3.15384132195596	1.29521049763544	3.24470351472491	0.722230539935717	3.41140658480482	1.97723742061994	0.754837658860461	2.40964319901211	2.71502859233422	1.16141691624557	2.81475158695388	4.53598947001213	3.43866013308153	3.96464445167007	2.79167739928083	1.92940433392925	1.93842958367579	3.74909656590543	1.54315236728059	1.62357145829209	1.71096222257932	2.46257353240614	3.20500566745716	3.82224984937148	4.39716291484763	1.19441679131336	2.73771898917	2.21532882878376	0.997249478464094	0.917060254168247	2.4938499425774	2.88983602036018	2.45564627135181	1.26839486714339	1.06460283675146	3.18192864283406	1.28322365896877	1.90352422990276	0.812966711964833	1.59419069769384	3.03304516419675	1.54846177915951	1.19031712549616	2.96682043693745	2.44219880671338	4.14448612873321	1.89704598753035	2.17099604529427	3.21637710186392	3.84158875147735	2.86551761434876	1.57444887595435	2.35085646171357	2.23844448454826	2.82675144177605	1.75822044261719	1.44162742319533	1.09663023983437	1.33159286876817	2.69979302388961	3.03658280725485	4.62417285207527	1.21902598677044	2.2170281041742	1.20764051407848	1.82009929280787	2.07800277776086	1.93591266408819
SLC24A3	0.0214072781369349	1.51827729400095	0.0178743873335338	1.96966036132379	1.75644690705177	1.34584767927697	3.02815997698075	1.42209949138247	1.82307309135862	3.83723685462925	1.915759896038	3.27826121256933	4.31917280336456	2.88210656049758	0.117971375408664	0.747064406062769	4.92699472455617	4.43884174318676	4.15187342540121	0.908191589057208	0.136191255013704	3.81893949981249	3.47104565561878	3.95934358848011	0.634772699742802	3.22761879270403	3.71859616489906	3.54645618434765	1.90783746220196	0.115894233621839	0.192028103737058	1.41838265430022	2.70268613107392	2.44945255762954	3.62024974232953	0.302198892042847	0.372290757545408	0.770383041647446	0.286885404914788	0.40715345237459	0.830341006998003	0.519860198338552	4.88083977666768	1.24067213439674	2.72561421992755	3.24084947756191	0.0439071512133774	2.97894278150293	1.72395822328151	2.93233543124058	3.27055659999981	2.75564690791601	0.916239602590551	1.82155512208312	0.446876799399352	0.174418691293137	1.19225477614314	1.66549919543914	2.72876426600944	1.33700027201048	0.3061197716629	0	3.03635756230545	0.891401765517758	3.53455719462508	1.76547618872882	0.440501411612636	0.586273218746201	2.63458722816402	3.26720062842094	0.792483159817742	0.561505334812448	0	3.75911214739536	2.68981597775959	1.70400520202217	0	0.822776802826225	0.401928585475229	2.51205112242409	0.391580993224758	0.326627197401608	0.0815135312665811	2.59406956217148	0.405210697218669	0.561036517367	3.41743979445425	0.189897158210879	0.409516611466469	0	0.312839517714088	1.97142141976033	0.416241358677949	0.473327773259322	2.49304728168549	4.26970270685798	0.0440316268586345	0.84589762120687	0.0489287780986613	2.1448497466134	1.36964180197425	1.85369550346168	3.2412089808022	0.0439072071913484	4.29832546032589	2.62572240068175	2.37374508369718	0.144923731386013	0.0331468798473928	0.524222584198046	0.56137619300938	0.314613238424949	3.31106928264948	0.446669019854244	4.07111392840252	0.856771967904513	0.135192588013288	1.43804901018801	0.0900676317854072	0.624956663227229	4.21746261468805	0.0888635237601389	0.0101010826156912	0.95012436595002	1.20425279680683	1.19901518990591	1.92020181862905	0.0435766334035354	0.405682010760396	0.0122155186040753	2.83615743251929	3.03715428981234	3.74031236845966	0.243582565410076	1.09117105932104	1.44286442736073	0.0828036698042741	0.724863888278302	1.69352799357464	0.602337529595922	0.0119073478648611	1.802746609277	1.34402968170356	0.874059360570775	4.35717403938635	0.899600640753505	3.33096447730489	3.49822405613191	3.1495213099001	1.99160075281748	3.81997773710955
NLRP1	4.27068890073487	5.01187308034984	1.48700880206176	3.40664197058342	4.62084384403641	1.86632603641539	2.80449947781739	4.54466775173948	3.23176447272934	3.37300153304357	4.61125856137985	2.10067091631415	4.26837974500194	3.04888901788487	3.9930955374707	4.44206766340649	3.55382125653269	2.39440026936736	2.27558520196412	1.91687251914199	3.54178367805205	4.09756444761833	3.42554430095484	3.9881893143035	3.7279770724274	4.28920739088782	4.37955719818324	3.34698070960158	2.01611045613054	2.5558831357765	3.16887000571949	2.53165768287758	1.08730600328819	1.68855055431367	4.40135263093797	5.34082500643831	4.07152671926426	4.6109338788267	2.02569185645087	3.76596112703073	4.92029663536742	2.21213755514452	4.87576974402755	4.64031724995088	3.93820109105871	3.41406975758357	2.51743016040901	3.55828600441892	4.72712103450715	3.70834286649432	2.92147289283612	3.83391421710931	3.66500498326626	3.90613634987375	1.37744807606075	2.54991752451547	4.57407485856458	3.08260466938209	2.90186956105196	2.10501221971628	3.38967349566704	3.8713518264178	3.84853180679266	5.36093660529215	3.34570861325438	5.26941247748715	4.50051845659272	4.74895278194035	2.91942742339745	2.38405782174535	4.74252367681234	3.13216898103093	4.08844269241048	1.59175073619514	4.80403445098124	4.47721362215027	3.75200243524887	4.45482338104166	2.98890259678417	3.63097968588857	3.78606518507344	4.68086835961146	3.14570728688636	3.54863390283677	4.44325654328908	2.90000735771812	2.44285195643175	4.6809662245832	4.93873086005178	1.81943398197833	4.13045483368738	2.32524651366489	3.74912875438223	5.18206535162669	4.30036757068545	3.64982926097139	3.97034199573574	4.12167358405542	3.01365948908917	2.27492894908423	4.09431715581288	4.38496571026473	2.23119736764477	4.39985330673612	3.62196628048363	3.32175221964206	3.88419445696089	4.93774597426611	3.64905436576015	4.028558544106	5.17667502491039	2.79253263556188	4.23563746293718	3.91444301819826	3.8628510651454	3.84312661249168	2.24925964472636	3.11872251381828	2.78014923062779	4.02789803685115	3.60486363919366	1.2514494614089	2.94631296070665	2.72320532551691	1.98850546338076	3.21415698579927	4.01681452635432	4.94183311089024	4.57106999816771	5.35853094565623	2.59252520860442	3.96748589175461	2.82717739065417	4.24902658017828	4.50014874154464	4.72167779166178	1.82253723193604	4.77178999416219	4.83668714699812	4.92715453574604	2.52518739643823	3.30437800984849	5.28145345330906	5.84720896991489	2.62402764645111	2.93013629441893	5.07244584873951	2.01920515759094	2.36245894751152	4.66736761989824	3.5230060977669
FSTL1	0.0524909624241202	1.22682169627849	0.203759203745112	2.07179218178926	0.20754281511098	1.30043244292116	3.13926859739141	0.802274874272741	0.590702706383681	0.775715397961771	1.28099134180393	1.43092858757363	2.38848300686978	1.03789665050505	0.97343281476839	1.66110607998147	2.41220433187573	1.24257324018599	2.57567102335025	1.3363788025594	0.673451768271877	0.0539535549523903	0.0900429500813356	0.154036148821051	0.496124633004782	3.17759015960311	0.999606884181475	0.54059213153432	0.251978254602978	0.810599478165438	1.84266190675271	0.257166227713905	0.378181763265103	0.0431396290349285	1.26428540124093	2.13105866454884	1.28314185448175	1.66494925153	0.0455515182956824	1.58558801384826	1.4576132019897	0.0119528434619536	0.0748909255835617	0.0750774960588676	1.67298873166205	1.86474755955867	0.692652244533669	0.103211831887243	0.621674847455913	0.561592237512716	2.82598299255221	1.04704903184369	0.376488656919252	2.69353780637625	1.72293722789208	0.296832444647131	0.0549540277173807	0.360223006322931	0.0861008239623807	0.327215278512094	0.957816187506741	0.0776075923213581	1.01580440205307	1.25631747519226	0.0977730165407705	0.162299508996316	0.0609806472850039	0.0258452209940188	0.112693474654688	0.702980883591136	0.0840431414007835	1.40904872223562	0.818566982930282	1.5790874418528	1.11720430993666	0.237417728303402	0.0510398642273495	1.71497475994188	0.0619492691433143	0.198621507501623	0.836912204149363	0.109323794452193	0.0446537880905843	1.2714430074537	1.88713842064246	1.45059472680751	0.784039816934652	0.358873667752126	0.0742746277976208	0.222842760433938	0.136465695429993	4.18438266023773	0.822101954557388	0.336281559497282	2.32142046547473	2.96723317683759	0.653183134060658	0.0707089662209784	0.88844027304275	2.6201312446123	0.356658918180176	0.364312891925257	2.78974802819554	0.438429980944664	0.838597491919692	3.26670499801625	0.6400230897983	0.492242686798389	0.864325389584046	0.756332892638603	0.917435880098024	0.0620214107142723	0.0259050630390292	3.59990808277296	2.89589121390338	0.169408488287561	0.111695640702127	1.51324311643193	0.750398210081691	0.588752767194532	0.122034757510297	1.24365324047827	0.729986090310411	1.63900010920543	0.23946171183596	2.38744471034652	1.46509421732667	0.133223170012402	1.7404660830796	0.637520941496054	0.314806253303174	0.382021533353093	1.52407922630059	3.72905130192096	0.26161144745745	2.69512125312726	0.457039379214739	0.757938341960587	0.605728332052636	0.0718776547876956	1.30544411113518	0.456952986564389	0.322498942924784	0.171346349525688	0.12513482597011	0.0823229157680852	0.219798474640816	1.04719774130269	0.477173720977593	1.09652364673915	0.416584573056855
TAF1C	3.91499879734894	3.55071600756074	3.05718805044533	3.06613225533862	4.03890143548159	3.31850123418002	3.43569552714917	4.64241797179674	3.66660436248714	4.67219449229649	4.14489557977906	3.66160710155976	4.19628126792492	4.40905483391004	4.3611458172895	3.7824851012242	4.06725407311643	4.06485957656076	4.27660162570288	3.93166698500718	2.89563921090892	4.00907749280363	3.64331709819887	4.82181530144014	3.68248677799464	4.32317764884919	4.06795272354628	4.94300704882617	4.1621794157863	3.46825225414596	4.27718137384302	3.468797033775	4.00468564992801	3.52468305892525	4.20440837950542	4.24090121126262	3.31647784259359	4.34761959703054	4.83094638238694	3.69691190318455	3.44535499201564	3.25794308855734	4.6357178301598	5.85548396797867	4.28610711758895	3.76416990551473	3.47118485859016	3.81208846229235	3.52915877868491	3.92116684768221	2.9841108029701	3.76329364685984	4.50609411190632	4.23309273323321	3.8911887649927	4.41520092032035	4.54240664589507	4.44451335492035	4.29573771586069	3.7478009201232	4.20720725248128	3.36917149320182	4.44610334905814	4.92387890257951	4.55015696804311	3.37260530810271	3.92015607566265	3.47344924770019	3.1026393207819	4.13150470457265	3.87090914174512	4.29246005125515	4.15422106412783	4.67003527868172	4.11024045202398	3.35750555612759	4.26314560929062	4.04862157373378	3.46076352923282	4.51463358441974	4.56271378025834	4.27085780946361	4.34743180170837	3.31549406478061	4.31211839656547	4.44916449635834	3.19609710102229	4.26580592432647	4.71201242196336	3.58777541649764	5.14069318747354	3.56828388539095	4.44850983794048	2.96665545555196	3.95626393197619	3.81951900193384	3.31307718884666	3.73910172532742	3.87739187527315	2.2886296511643	4.59733093499468	3.84803197163328	4.73768784289	4.21788676058565	4.27943266477602	3.88533910195279	4.4516192955596	3.98562064988255	3.80429006389668	4.25897186286114	3.84842163756799	3.72740534770708	4.1474564968087	4.08197697240771	4.09794952053156	3.15110870601652	4.32522449097614	4.64015584072491	4.80191757897887	4.89863113276351	4.34810562536627	3.13682890611416	4.32743587648883	4.43203538585455	3.97026559947606	2.92252365512855	4.69550949390611	4.23211273555881	4.34467016104818	4.15738897756195	4.42434301338611	4.22806906379207	3.8010499841535	3.17193423765318	4.20693151540567	4.35777578093198	3.57542367533674	4.23484999614822	4.32937837814085	4.10565880384273	4.36395670434798	3.12246847440335	4.28180357411831	4.04812194451815	4.98875693331325	4.17826447558931	4.1895312469505	3.90519972833925	4.27426613472311	4.29501840008012	4.65264423624906
PLA2G4A	4.19947683168963	2.88585487198111	2.81501135599789	3.20010536315695	3.03584838968897	0.665285429082195	1.16855539424262	2.4265334064751	3.48331663127888	0.333441366556824	2.35880836148598	3.05264838304398	0.837096747027418	2.03863353782874	2.79812871480919	3.70754798161635	0.984604223806361	0.852809955168742	2.66629281016936	3.20796279879613	4.37350275139047	0.242624820659097	1.44377424895835	0.880656455593637	4.0185985691824	3.58651376583416	0.620717490348736	2.47062614413414	3.18362720411065	3.36553115570546	4.36880466041562	4.37397318128474	1.71438752682852	4.6279283738852	3.72118123538119	3.13843245138554	3.85049241279466	2.87268241458151	3.57356236513391	3.40177188963607	3.61033154679128	3.66446122253255	0.418942166532263	2.44149569675696	3.2700024495117	2.76774038289353	2.98400249250416	3.41177074294757	3.00497717841623	3.32321137829195	2.99734281526138	3.22843299694196	3.39423753944296	2.96776456469051	1.84692931806515	3.74666533434992	3.70714264255398	4.65792862966123	4.54156935456071	4.1916234460037	1.82765970977723	3.43855408349556	0.750162180669906	3.42972842977941	2.63570633933136	4.12143156674179	4.33156979627634	3.76570764724572	3.8196732921809	1.83710522654864	3.56801629099529	3.30090652207765	2.83899572260921	1.73431205894352	2.66202315700412	2.74055610215575	2.88294055619723	3.66515055805315	0.163323537248	3.70818061307494	4.06003267986857	3.95727759264381	3.76339245172859	4.14196242306675	3.8473445406989	2.27865031570961	2.51473835195562	3.51884605283787	2.85032477958134	2.9387176887584	2.25834102658065	3.56442207070474	3.46657491846242	3.17822957192959	3.59067147597938	2.57763015680937	3.63934099809572	3.55960193839427	2.51281446592747	3.70446587273754	3.71281365386364	4.3477039198074	3.05472364635643	2.12807790461846	0.953671260015103	2.86981732877007	3.93742820163401	3.5357207934179	3.06814401903927	3.51113401999926	3.90467965532691	4.43176267642478	1.48177166708563	3.50646992351243	0.831983251067172	2.31360285286476	4.59261011927277	3.1480392585505	1.60622379372627	4.01501399712116	0.342483746750404	3.32474134663695	2.53750878990081	4.14187825070703	4.44336728745164	4.69362411155165	3.71637528633781	2.12302647528922	2.79135608602794	2.80781568648678	3.98331651976013	3.89562835440632	1.41636524956846	3.41161972202168	3.68158531977231	3.13172199416081	3.41297685166917	2.92426258357508	3.63570680360903	3.86364116120201	2.4447539863347	3.54990200365613	2.88587243849263	2.90309015219686	2.1670168050144	4.33353751322229	3.20237869540202	2.73759937513569	3.09938694807143	2.55849663453253	0.757871967355448
TMEM159	2.75896978446748	2.37996606976227	2.17851770105592	2.87643875651411	3.50217399995003	3.62363045020727	2.16102793463688	1.86791266951717	3.27518156131362	2.75951742119913	2.48523874930778	3.02425956564967	2.97545667095117	2.76952633329829	3.35812024416684	2.3049545877434	2.74020484484763	2.95699168423357	3.0791708875082	3.08633896849558	3.44814598104176	2.53857317525329	3.83943863217445	2.088130399992	2.57615906034171	2.58863405225603	2.04336025473706	3.11216498545219	3.47844509285887	2.47097513833417	2.81965898781887	3.24377417211152	2.94236455109593	2.68050575139979	2.45873948363422	2.18397997944411	2.65388342562642	3.26804162642925	2.51494786420569	2.2473481930516	2.61680347076603	3.22414263646958	2.24997165430287	2.44014613604698	2.43532028838217	3.33754355282805	2.30554829950485	2.35076822199712	2.35776114505156	3.0946303075707	2.77547643722184	2.37523771007067	2.97150161747267	3.41937371370085	2.41318298572951	2.62017489044831	2.76216126372987	3.57211476948487	3.02386867784744	3.00719316868646	1.88121392695155	2.10947623784503	2.21322315017853	3.02011474010575	2.9173918444127	2.38410646324653	2.31139208994213	2.5663845944386	2.75816116084614	2.97634072108063	2.15372331086069	2.44823176596244	3.73397250603393	1.83255668779625	2.39261499946391	2.42408363073435	2.42446341559754	2.28137421926858	2.90619986025309	3.34204920165051	2.15278146987498	2.45103646096555	3.03937039992791	2.49609210494505	2.38463920142651	2.47564602369322	3.05992992206184	2.38075188655838	2.5286775793235	3.26802125891841	2.30707086736451	2.83446892623443	2.76883960949989	2.73468166011861	2.57536509944032	3.01401564830101	2.81467284739875	3.32248270451371	2.28839843141359	2.475813830607	2.95256486366033	3.17813665076474	2.88294407662089	3.03947831739738	2.92230157406027	2.46543384218485	2.31240466343481	2.68910455133551	2.77077746744163	2.90670668835937	2.23810753264383	3.23642404090228	2.46912276062838	2.6725178977902	2.61308698916195	2.94525766110466	3.14639291970577	2.34877120431685	1.94210946170207	2.9623250592924	2.62810819258343	3.29790026169987	2.48316001604332	2.83032510413	3.26266121050791	2.93943290410272	2.60551377193933	2.6962478208467	2.51696242427692	2.12431423741423	3.18323479501709	3.43725690684312	2.59838545436887	2.67490893825884	2.59569747084158	2.32584402067284	3.17086533209448	2.58930112739968	2.63009788742763	2.35276615085566	2.90664358507281	2.17681614104338	2.21068653765845	2.26316875055415	2.38755031059682	3.08960407791837	2.98944132387069	3.57250651533336	2.73072559131809	2.50398139758522	2.41271135311257
NDFIP1	5.29047564340167	4.32863400177462	0.612641622198808	4.50297656344624	5.06818968880771	1.82558660728523	3.46565586137195	3.6798347477654	5.03474218886601	1.40285858256035	3.1307027544605	4.15261908287232	3.00339679091349	3.91968903322162	4.70959612824408	4.0615515688962	1.29135365783542	1.16407376350481	3.67293896311932	3.93635997261013	5.3560701942691	2.12070062694769	4.44745951798176	2.78814736592687	4.68286596396721	4.08052379004107	2.22772197940776	1.66822716388191	5.08761219488817	4.42610705616046	4.44764332959587	4.65728214502143	3.37185448026316	4.93699874429846	4.12421066307765	4.46260467883883	4.31748352568429	4.25976510399852	2.84241592011368	5.05317347529931	3.91422868469994	4.59592012964479	2.72444727615306	3.42981411195436	4.76993937405823	4.81538278342453	3.27282854363779	4.67650606968907	4.68356284445455	4.38410439048874	5.93175325201447	4.11860558117333	3.97646170633165	4.44764465189674	1.54896428329898	4.56484395093698	4.51573515628771	5.16932896513417	5.44814274252804	2.59005008032248	4.28771459552733	4.36755488571826	2.12330928556879	4.40113278201753	3.74123937319184	5.29430828428347	4.44398385100212	4.73037747565477	4.86852429496503	4.08158164719779	4.80484657536269	4.13941792251717	4.24028684916645	1.66960735610689	2.81918665987284	3.83706323224147	1.47185128559318	4.81304336863625	1.46502053430356	3.96396326263307	3.75564071291913	4.25292121616049	4.35079707019053	5.26872332286462	4.31416357252695	3.7982465254362	2.79326624334093	4.50100404171153	4.45921782162225	2.76583916532926	3.10885611306124	4.34142221781808	3.81669902278912	4.91304880208823	3.95462626251261	5.10408206877971	4.6907880584886	4.77313023725064	2.05419972601723	4.28676880240672	4.12048216857282	4.60601456794586	1.7327211514379	4.60932355454979	2.44278641594791	4.35815991969831	3.79677631492274	5.24453661515765	1.85198365076893	4.25471723522281	4.94733513110692	4.80715396125253	2.44669241374828	4.18520291151943	2.83572321449243	3.93110245875657	4.74424291774496	3.35757128734001	1.91199216794182	3.8123267346634	3.5423744513661	4.88156086682829	1.36369310086877	3.64954878317019	5.04074867987262	4.55491971272589	3.99623687581841	3.77858392270508	4.37798091906475	4.12142244885764	4.88101751259932	4.83488360493326	4.2170484287186	5.18144687953466	4.31221426089934	3.94927438397876	4.06299031484583	4.08616722870167	4.60661159864154	4.49480727389413	1.24755023733001	4.65727699941934	3.67828716620317	4.09325761115199	3.48911900462793	4.21796506273688	4.88694466413073	3.5791222074038	3.6922229655091	3.8323077565796	1.62090963176491
LAPTM4B	4.91535740517136	0.960548184784358	0.186538589525647	3.91131576119455	5.83036866418317	5.36126023920519	3.37638596705312	5.09394716404452	2.61221919370649	2.36469176485312	1.28860366662938	5.28793802249034	2.75284191406199	2.26609538044658	5.32104345165644	4.75690906420109	2.57578330825679	1.94582154477485	5.05933970141025	3.81334100590355	3.14061474846419	2.90545468824304	2.99731968940124	1.1464616768759	1.92485695930136	3.05914083039845	3.44015038945162	4.08400982243896	6.48722987387427	3.09335836051501	2.70727342378562	4.35515866551742	2.57231587088878	5.47675235942518	2.62052283663555	2.98386317213717	1.23151043967252	5.24141768351664	1.78401267104169	3.89966192626406	1.35164302733162	4.2338949608037	1.60802713730796	1.97173924139876	4.34951106849012	5.18992337022493	2.66476975795948	7.28388381589413	0.791050792983243	2.44998573524915	5.16947489053083	2.41081758207226	2.32337352806621	6.54551977313856	3.49724446021561	3.54381754628685	2.6245164432742	7.00699137432597	6.49839114045835	3.63650049993266	0.750393579062019	3.23236819768749	1.92215293001509	1.57815328690228	2.72428638732396	0.183237240956732	1.59692369616629	2.64880065235491	1.88108390090047	0.272761253872712	4.95799907830154	3.91674222874651	3.05769078795609	2.56013140081448	1.20495388203929	1.22991702884485	1.83903080552142	2.14596857309207	0.116148815399323	6.33761583686305	2.05016174904329	1.7332441275198	2.70182071490461	0.898811313656512	1.22719149039628	4.48121949295509	1.11404846404281	3.26633919841218	2.79129335699884	2.66326217729395	4.99426064878223	4.84862744688837	3.93753931231974	1.19045999525602	1.40564879402676	5.26987060930472	0.888671173219037	4.40234358342089	1.34992684547528	6.57838854299163	5.46132882615429	3.3826523139271	6.13192711348551	2.96613381309692	2.12149688226329	5.19450945778868	4.22085306917446	1.98184900089261	1.63961420685207	4.04483298163826	0.89016960636433	3.39330732148996	1.46503830218536	4.23954926914323	1.9221635887406	1.82818188790178	4.17230028583738	4.04225121948838	1.95191299861313	2.83347163204748	4.06714132810673	5.39494108413157	1.34891733844726	2.39901655991372	6.59668071081714	3.92808222903922	4.94994387209435	1.09841888398665	2.34678134489487	2.79527821023574	6.08996607796371	4.73299145175151	4.9729439551057	1.46401681631313	2.76799964799213	2.73488235398953	1.25772756208853	4.37904906575885	3.58561997937167	2.57538131697203	2.01738819023171	1.55223097422378	1.58106292040285	1.35923777614922	3.21504749304157	5.68693831169538	2.95965722003549	2.38506016858321	2.29884040033774	2.10391452588529	1.86068594860043
PLOD3	2.68191224777392	3.5902391144969	1.98122320876788	2.99401357708629	2.34368268992545	1.80037272177318	3.29961598233748	3.38840930060721	2.65363812609349	3.41912341642116	3.35495394160604	3.66753907010826	4.4959010645096	3.52761962642283	2.63607794580357	2.7820776297686	4.43044719904791	3.89017719581355	3.749814198432	3.12990431372889	3.52589347349081	4.83251435834204	4.10660795444504	5.16251338616869	4.02619187503753	2.74910364743194	4.16859229766159	3.31527160411205	3.90027560444223	3.38178227595437	3.86991581129244	3.63773195327154	3.0756286365041	2.79211049630896	2.95865395282214	3.64943036838476	2.73066516889794	3.65426138036043	3.57185031122052	2.93942030342907	4.38424256782334	2.99013383315181	4.64603877826374	4.34394287054046	3.35596332116736	2.79572061625012	3.13855008162219	3.04471060319077	3.37750749107224	3.3942242293538	1.81039580159297	3.0692158022649	4.26875176355219	3.1641325093897	3.15898890434304	3.88312908235364	3.84835853685927	3.33863449239867	3.62110474920153	2.59903517872281	3.70728402714969	3.14498561079748	3.61911129261777	4.99487701185258	4.05574315655489	2.85702870116711	4.31727367418555	3.44416757575499	2.73361400235233	4.82846656806769	3.08243657216551	3.06341130410079	2.73532330562511	4.1186446151413	3.59848907738689	3.41650064171245	3.78802893655287	4.06428706517733	2.47619242674755	2.87834534578518	3.92686003313003	3.7021422031315	3.80371164269594	3.21495831167529	4.32686591500549	3.9643681328825	2.63391055652739	3.46474013860743	3.92400389285628	2.83528745070611	3.72618054997953	3.63727984676331	3.43992494172366	3.39183149622343	3.5439808246032	2.30033227779256	2.2470041969471	2.33951825175096	3.59561345773401	2.30464070331071	3.10300524334554	3.49205826503495	3.36642615449329	3.89343696489586	3.35546428737905	2.71136538867102	3.23315487195534	3.0985270214723	2.91228368426991	3.52711914203146	3.3381890572954	3.03465187445174	4.48448039223831	3.42349292441336	3.76366545795792	2.76081302199182	3.17030854703574	4.10344980085474	4.09191135749191	4.25052278810071	4.33492861839909	3.31460053611961	3.28057718550775	4.67424933911442	2.68013911281154	3.04882608405447	3.57468646228574	3.78692145436018	3.37539022431856	4.06161982515893	2.9654616388921	3.45322835275351	2.82685595829877	3.75312205980613	4.3542899399523	3.42596907257372	1.8451058163653	2.46085079461662	3.89199556641083	3.93562475250759	3.40190510948219	3.35670598543625	3.93300602371912	3.47916975767709	3.77831372526595	3.19004825808218	3.29991587363127	3.29799238159093	3.36437310250269	3.7038902881342	3.85702352393866
