12-00023	12-00051	12-00066	12-00150	12-00211	12-00258	12-00294	12-00372	12-00423	12-00426	13-00007	13-00028	13-00034	13-00098	13-00118	13-00123	13-00145	13-00146	13-00147	13-00149	13-00150	13-00157	13-00160	13-00163	13-00165	13-00166	13-00186	13-00195	13-00202	13-00204	13-00226	13-00232	13-00245	13-00250	13-00253	13-00255	13-00260	13-00262	13-00266	13-00270	13-00281	13-00331	13-00338	13-00342	13-00353	13-00354	13-00365	13-00384	13-00393	13-00396	13-00406	13-00409	13-00420	13-00425	13-00450	13-00454	13-00466	13-00468	13-00487	13-00493	13-00496	13-00500	13-00513	13-00515	13-00522	13-00532	13-00544	13-00545	13-00546	13-00551	13-00552	13-00557	13-00558	13-00563	13-00572	13-00573	13-00578	13-00581	13-00593	13-00601	13-00602	13-00615	13-00619	13-00625	13-00650	13-00655	13-00658	13-00659	13-00660	14-00001	14-00012	14-00015	14-00021	14-00023	14-00026	14-00034	14-00041	14-00044	14-00045	14-00053	14-00060	14-00061	14-00063	14-00064	14-00078	14-00081	14-00083	14-00092	14-00096	14-00113	14-00125	14-00126	14-00127	14-00135	14-00141	14-00152	14-00175	14-00184	14-00193	14-00228	14-00231	14-00259	14-00279	14-00289	14-00331	14-00355	14-00359	14-00376	14-00380	14-00423	14-00425	14-00434	14-00447	14-00448	14-00454	14-00458	14-00464	14-00473	14-00476	14-00488	14-00495	14-00496	14-00504	14-00514	14-00528	14-00542	14-00546	14-00559	14-00564	14-00567	14-00578	14-00581	14-00588	14-00597	14-00599	14-00602	14-00608	14-00613	14-00618	14-00632	14-00643	14-00658	14-00667	14-00670	14-00672	14-00676	14-00681	14-00690	14-00712	14-00714	14-00725	14-00730	14-00735	14-00739	14-00742	14-00757	14-00761	14-00774	14-00780	14-00781	14-00787	14-00798	14-00815	14-00817	14-00831	14-00832	14-00901	15-00014	15-00018	15-00024	15-00029	15-00043	15-00045	15-00051	15-00057	15-00073	15-00075	15-00081	15-00084	15-00123	15-00140	15-00147	15-00169	15-00171	15-00175	15-00194	15-00201	15-00229	15-00231	15-00237	15-00246	15-00248	15-00261	15-00269	15-00275	15-00276	15-00279	15-00287	15-00296	15-00300	15-00302	15-00303	15-00312	15-00320	15-00331	15-00338	15-00351	15-00353	15-00371	15-00377	15-00383	15-00395	15-00417	15-00464	15-00470	15-00471	15-00479	15-00482	15-00491	15-00525	15-00534	15-00539	15-00556	15-00559	15-00563	15-00572	15-00578	15-00593	15-00595	15-00608	15-00610	15-00614	15-00615	15-00616	15-00626	15-00633	15-00650	15-00653	15-00670	15-00674	15-00680	15-00683	15-00688	15-00692	15-00693	15-00701	15-00702	15-00717	15-00724	15-00734	15-00755	15-00756	15-00763	15-00766	15-00767	15-00777	15-00778	15-00782	15-00786	15-00807	15-00811	15-00813	15-00819	15-00821	15-00829	15-00837	15-00839	15-00850	15-00855	15-00858	15-00864	15-00870	15-00872	15-00874	15-00883	15-00892	15-00900	15-00903	15-00909	15-00912	15-00921	15-00929	15-00936	15-00939	15-00961	15-00965	15-00967	15-00974	15-00975	15-00976	15-00979	15-00981	15-00990	16-00001	16-00003	16-00004	16-00007	16-00010	16-00027	16-00031	16-00048	16-00050	16-00056	16-00067	16-00073	16-00075	16-00077	16-00078	16-00087	16-00088	16-00094	16-00102	16-00109	16-00113	16-00115	16-00118	16-00120	16-00124	16-00129	16-00132	16-00139	16-00143	16-00145	16-00150	16-00151	16-00157	16-00217	16-00220	16-00226	16-00249	16-00264	16-00269	16-00271	16-00273	16-00278	16-00289	16-00292	16-00303	16-00307	16-00315	16-00316	16-00332	16-00339	16-00344	16-00351	16-00354	16-00356	16-00358	16-00373	16-00392	16-00406	16-00410	16-00459	16-00460	16-00465	16-00474	16-00479	16-00481	16-00483	16-00491	16-00494	16-00498	16-00504	16-00510	16-00519	16-00525	16-00538	16-00540	16-00547	16-00548	16-00566	16-00627	16-00699	16-00702	16-00705	16-00708	16-00710	16-00724	16-00731	16-00733	16-00755	16-00766	16-00770	16-00771	16-00810	16-00815	16-00818	16-00820	16-00822	16-00831	16-00836	16-00846	16-00867	16-00875	16-00882	16-00951	16-01004	16-01005	16-01010	16-01017	16-01047	16-01049	16-01061	16-01080	16-01082	16-01093	16-01094	16-01097	16-01100	16-01102	16-01103	16-01109	16-01121	16-01127	16-01138	16-01151	16-01185	16-01191	16-01192	16-01201	16-01210	16-01216	16-01219	16-01223	16-01225	16-01227	16-01237	16-01254	16-01262	16-01270	16-01272
TMEM159	4.478656007	5.5886931	4.350944069	5.45292898	5.437923316	4.271483078	5.031277868	4.789954391	5.456253777	5.215775699	4.662418587	4.127837352	4.082367973	4.770673254	4.432121703	4.741207036	4.57437998	5.196072147	5.630857268	4.71942784	3.32053721	4.95946678	3.750426638	4.517599204	5.499319074	5.171519704	4.383766997	4.347581848	4.536972613	4.186550702	4.809838936	4.562455636	5.2528504	4.801085201	4.54662609	4.95605661	4.970966923	5.440532928	5.492751165	4.209754153	5.583400034	4.786459359	4.690632751	4.121855044	4.44703413	5.033707487	4.402563818	4.570102088	4.229678641	3.77806248	4.501025024	4.54662609	5.50228925	5.281450229	5.322269301	3.71789244	3.985119945	4.184599394	4.282091392	4.753846106	4.606414076	4.795542806	4.624522841	4.168133151	5.457352359	5.777038076	5.250080954	5.017909056	4.566181531	4.719054221	4.711332086	3.9639695	4.401081279	5.331367126	4.098389909	4.500295687	5.063546834	4.834317755	3.423183867	3.558784797	4.764271653	4.509671573	5.204173642	5.231849049	4.401081279	4.79902359	4.963976961	3.519566606	4.392942443	5.430661267	4.855645463	4.607476698	4.809838936	4.481187769	4.281721068	4.547696791	4.908210838	5.117760693	5.393755034	4.965068929	5.027779855	3.730267931	4.592893094	3.875169716	4.96814982	3.544744952	4.924186457	4.952934034	5.019613886	4.476117276	4.641510114	4.872493657	4.809134965	4.957415762	5.107282377	4.659218089	3.98434818	4.269600644	3.602896729	4.832568488	4.437159835	4.708152673	4.105958534	4.483338754	5.537433599	4.486609387	4.861298603	4.220456944	4.786459359	4.45940571	5.150558131	5.890048406	4.963274656	5.902711995	4.304238921	4.091184193	5.209827071	5.651803115	4.96814982	6.016049108	5.622642257	5.234663205	5.482350083	5.834301873	4.343820726	5.193212043	4.474677358	4.378227952	4.349458048	5.291995726	5.096714161	5.266766543	4.387844992	4.195906513	4.582206098	5.080114047	4.146539859	5.002238709	4.629513025	4.581148952	5.468681836	5.720290357	4.405479656	4.631637604	4.667367181	4.45319688	6.486584485	5.030201666	4.4521183	5.668194917	4.521892403	5.668985186	4.833246844	5.612852417	4.302744596	4.891719752	4.635522333	4.309859209	3.95487546	4.459047895	4.467386351	4.408787319	4.367569652	3.09520691	4.698047097	5.020358389	4.091586908	4.802094158	4.684680833	5.175059205	4.718357551	4.614251312	4.045500484	5.366816664	5.213026777	5.109346686	5.096714161	3.985524481	5.497085342	5.26354055	3.598722813	5.267456004	4.945924014	4.649671194	4.4521183	5.672789991	4.148914279	4.475029698	4.327450376	5.41051119	4.696265989	4.121855044	5.712595233	5.423690827	4.372011649	5.636271213	4.785363197	5.723708739	4.602152827	4.613194037	5.286467943	4.801418489	3.35860419	5.099243027	4.908549563	4.676549584	4.524427846	4.761473086	4.461954042	4.99796795	4.077970854	4.688183473	5.101717649	4.132178496	5.534125563	5.691809583	5.181435798	5.231107376	4.933659443	4.199711264	5.204173642	5.270728935	5.200582841	4.364972082	5.409800366	5.510444471	4.813993472	5.227214224	5.163381582	3.621740563	4.418649572	4.195510106	4.730272002	4.61745964	5.262845133	4.858857099	4.310989454	4.719789997	5.873721483	3.842495026	4.501389118	4.696973383	3.715680704	3.974422364	4.131408396	4.320377794	3.918339177	4.79902359	4.559870879	4.838507519	4.744701849	4.217768984	5.139296322	4.521892403	4.322976014	3.631186384	4.928067124	4.667367181	4.300852159	4.272650643	4.874950216	4.582937645	3.889718363	3.886281641	3.898306321	5.171159597	3.494184999	4.393308034	4.499230638	4.074367814	4.129413301	4.90126906	4.335294981	5.328786751	5.009894757	4.429586318	4.311744842	5.632023395	4.875305896	4.960858824	3.677171044	3.99366448	4.567965052	4.665604615	4.924543046	4.288841582	5.057967811	5.503403591	4.234217103	5.280713857	4.821432968	4.987419535	4.707447697	4.5654703	5.243716619	5.736697466	4.471737265	4.631637604	5.056567183	5.12198115	4.426992953	4.422301198	5.004313212	4.363866995	5.019613886	3.606228414	4.664179604	3.638097896	5.94065499	5.240044417	4.618505638	4.613548924	5.761913816	3.920482393	5.471251381	4.860595263	4.43825235	5.706454013	4.392942443	4.584369103	3.883750714	4.666659796	5.399564588	4.602877656	4.300852159	5.086891627	4.722957565	5.295202064	5.306350362	4.826613913	5.133968148	5.165150379	4.679049591	4.580438827	5.200945634	5.083690107	4.838864079	4.949755089	5.771185224	5.504478057	4.32856306	4.968507688	3.953601943	4.75206385	4.886875872	4.463405108	4.482992245	4.175824411	3.490286136	4.630933782	4.403674735	4.790297259	5.029177907	4.902268094	4.655343626	5.349663686	3.29559564	4.61745964	5.290099488	3.9698705	4.517961878	4.301590993	3.828499872	4.405479656	4.572250204	4.538403649	4.666659796	4.557004797	5.069218559	4.485163937	4.683985035	4.246086156	4.951202291	3.999407296	4.82353317	4.260879062	3.73115858	4.314759693	5.003260756	4.712049242	4.349080801	3.67537528	4.920058303	4.428507849	4.712760535	4.767465146	5.628640916	4.832224181	4.45542754	3.118084884	5.353355812	4.01748897	4.875997488	4.170012829	4.389301283	5.09072574	4.517599204	4.433550154	5.132206643	4.453954736	5.130433121	3.411527718	5.304875352	3.822794326	3.448685641	4.586502456	3.850287509	4.503911068	4.377140081	4.531600208	5.135393544	3.414737148	5.06780606	4.267329082	4.314384528	4.505340434	4.343820726	4.834317755	4.197054557	3.417728518	3.621286095	3.716543484	3.891021245	4.074367814	4.192787998	5.935379299	4.826963322	4.549123741	4.557360976	3.925421405	3.702118473
ANGEL1	4.888584324	4.75314254	4.841641557	4.792034053	5.504478057	4.596455393	4.858497434	4.840610196	5.213719083	5.603440637	5.431366356	6.270920482	4.353169573	3.983059698	4.964691345	4.911987592	4.455053345	5.601116506	4.920774128	5.493877179	4.868991078	5.010241204	4.528029575	4.238451969	5.478605992	5.337140903	5.220383822	4.713122559	4.612475626	4.217768984	3.253243348	5.008128468	4.670168415	4.762896056	5.379979172	4.687137439	4.562776059	5.599599355	5.352233728	4.449184225	4.381559982	4.870377867	3.839034667	4.353169573	4.629155661	3.750864597	4.042628278	3.961064355	4.405479656	4.921778704	4.827665177	4.878816766	5.125859676	5.19955002	5.472730337	4.193183137	4.231933211	4.484059226	4.917616246	4.610705681	4.219298591	3.317901993	4.776299092	4.99941883	5.448151802	5.606109967	4.607117682	5.247633265	5.240044417	4.850410326	4.6670108	4.660311865	4.929102166	5.454034939	5.465776187	5.128677556	5.778627467	5.498197505	4.377852273	3.363198421	5.192498944	5.232567011	5.264633456	4.446307402	4.769954591	4.490211391	5.075173516	4.794480096	5.017576899	5.207354506	4.61745964	4.927003953	5.113216886	4.598235247	4.963274656	5.132206643	3.87223331	5.112147078	5.378106636	5.20913577	5.240395244	4.818935682	4.831540841	4.757675185	5.469798023	5.164455322	4.948022151	4.843405478	5.575555994	4.347965271	4.847243045	4.532324118	5.03796664	4.763240367	4.171152211	4.350944069	3.444763353	5.096333682	4.511473894	4.862690585	4.804583429	4.268067585	4.334160993	4.844453803	4.595388706	4.692038569	4.947684791	4.29152047	3.921704201	4.105538661	4.603238525	4.934702661	4.870742043	4.138760636	4.634821689	4.541616266	4.571180719	5.653329906	5.070614233	4.285864109	5.721808986	4.27415477	4.268067585	4.98079166	4.511826757	4.831540841	4.851448459	4.378964297	4.485884111	5.182778217	5.277924839	4.200094439	3.847280799	3.606704338	5.016833119	4.239201653	3.577775037	4.334541806	4.712760535	4.415720084	4.336809794	5.259981628	4.454677666	4.374185555	4.79833041	4.437159835	5.020358389	4.758375847	4.68574067	4.698047097	4.716940463	4.651781992	3.813668513	5.740223804	4.679756104	5.026322545	4.461605153	5.079422982	4.299390304	4.942381245	4.967496034	4.808782374	4.536972613	4.708869445	4.282477895	4.888584324	5.013773074	5.751118534	4.633762972	4.9546744	4.884463777	3.303422616	4.734457796	5.698802741	4.036129676	5.069929183	4.873211309	4.335673491	4.964327507	5.430304614	4.215838594	5.636271213	4.026807968	5.279323646	5.565113256	5.293082452	3.983059698	4.878101752	4.841995406	5.64762031	5.27619191	4.98288672	5.085153015	4.02800587	4.079189628	4.464134103	4.295247264	5.228988189	4.968881644	4.659581981	4.98776695	4.830474829	4.944122914	4.705017229	4.239994766	3.300747916	5.284664988	3.969023702	4.476839055	5.324088885	4.302365982	4.761473086	3.657204647	3.059304942	3.449659904	4.945187627	4.931225746	5.383173647	5.168725223	3.652564646	3.81677516	4.999770125	5.114932027	3.286010303	4.84865993	4.76358619	4.558433991	5.187401036	3.670619964	4.167720584	3.88289898	5.468327725	4.528384886	5.509685189	4.415360187	4.58472975	4.900907364	4.864795965	4.740167551	4.894233895	4.08681843	3.673541467	5.043185183	4.723650432	4.939258397	4.606063605	4.828368417	4.745401565	5.658606228	4.767465146	6.026409953	4.800739385	5.405067514	3.687081853	4.398124613	4.905421875	4.930878913	4.335673491	4.867607624	4.720139019	5.83202875	5.347500932	4.556648264	4.453954736	4.317746111	5.356990648	3.928712676	4.755591632	4.275278405	5.174001175	5.061094153	4.949755089	4.203935647	5.50412225	5.59279731	4.434998771	5.314654344	4.516154848	4.727129993	4.579361717	4.180372729	4.116317911	5.673940325	5.351498157	4.193922763	4.831196503	5.173626126	5.444121283	4.870032896	4.689228432	5.200582841	5.298374231	4.792725079	4.723650432	4.470284615	4.299747388	5.007443777	5.045592373	5.408737999	5.115965339	4.803145091	4.751378654	5.469798023	4.832912724	4.878816766	5.454392801	5.532648479	4.512181933	3.986323639	5.349307467	5.255027448	5.102077211	4.893875784	4.049146429	4.106386348	4.959133378	4.077188088	5.188837591	3.958628726	3.959819973	3.609037051	4.98288672	4.801418489	4.936430896	4.115932414	4.981139659	4.46883673	5.367175008	5.251817177	4.095587421	5.321227135	5.005013239	4.955367593	5.24581389	5.227926569	5.282220543	4.921118459	4.684333923	4.417166318	5.547191233	4.246086156	3.752232772	4.352447914	4.669470179	4.916211794	5.39044633	4.060008009	4.758720212	4.368680261	4.999770125	4.328953136	4.515790835	5.717271638	4.821056109	4.722957565	4.968507688	4.237673764	4.796566794	3.636770008	5.50006151	4.096390207	4.137624312	4.22622196	5.244416254	5.285406423	5.309980925	4.013053538	4.771019926	4.58472975	4.815758901	4.922465262	4.117908954	4.4091474	4.448826944	3.996907989	3.979376744	4.236913981	4.773465392	4.589713903	4.799360903	4.347581848	3.968187149	3.559756423	4.496709161	4.123062337	4.333423217	4.976218101	5.770433069	4.512181933	4.543407327	5.111796245	4.553780186	4.908882616	3.584432911	3.990818356	5.05226063	4.961562792	4.182295985	5.661633334	5.391178644	4.867607624	4.522250116	5.591289276	4.320757815	4.64824894	3.837300127	3.509774766	4.946655303	4.339014031	4.309471901	5.418592205	4.969921969	5.45040496	4.649328342	5.293082452	4.255571635	5.658606228	5.033707487	4.480474512	4.603238525	4.460871534	4.032491783	5.216819633	5.415972132	5.572542108	4.862690585	4.835360709	4.486609387	3.496185781	5.277924839	4.792034053
COL9A2	4.986032461	4.904705068	5.739050919	4.371643672	6.154052569	6.066293296	2.161545771	5.115275743	4.87775547	5.031634009	2.957720415	4.858128718	5.601116506	4.605010096	7.080192608	5.686482465	2.430311643	5.60224534	4.205455954	4.355385483	3.776723723	6.264127175	4.041835761	4.985015292	4.743994714	0.864977699	5.123080751	6.58199254	6.055188383	2.079301936	4.881966066	3.515170909	5.824495053	5.647246018	2.198712314	4.239994766	5.772680058	4.834670969	5.734478484	5.177521351	6.343166002	4.816483607	4.168889104	4.247995393	6.137306244	6.739782572	4.394451635	4.94447594	5.112507256	1.08656479	4.98638761	4.76571315	6.043040809	8.218235097	6.136446979	4.11071765	4.353903763	3.464229999	4.462673213	5.192138929	5.045592373	5.12091016	6.507028809	5.791396263	4.284379303	3.907790109	3.167809852	5.161607904	5.377033398	5.526368279	4.000196804	3.886715361	3.956143599	5.046324807	2.249820867	3.437180322	5.681543815	5.5886931	5.077321011	5.569944405	2.970444684	4.962930259	2.68072336	5.505219335	4.006057062	5.537802076	6.308748426	5.041133979	4.019915007	4.962248796	7.779465262	6.374466904	4.733405995	4.057609803	4.880588619	4.612475626	3.850287509	5.638942509	4.515439143	5.543079165	1.265783257	5.651016786	2.368039567	4.373126269	5.781673084	3.622656692	3.833738526	5.797750653	1.554713917	3.729343264	5.249364993	6.976293064	1.892754036	1.048185325	4.262405827	5.700351619	5.275063344	6.778879534	2.52090386	5.662421209	7.684939846	6.826018908	6.254707404	4.457205396	6.996183402	5.761165279	4.41462647	6.233650103	5.224381262	4.204313837	2.266090758	7.202395397	7.266691086	5.358459763	5.517536062	5.899186017	7.160588304	3.764732588	5.393039104	2.867918939	5.856847101	4.629865903	7.091419979	4.88023431	5.939873369	5.169084691	3.288698881	7.500789088	4.290716718	5.59054227	2.24914263	3.429581119	4.987419535	6.179580095	3.003596835	6.089190802	5.687975767	4.421573259	4.988127005	4.137995573	4.558791514	4.949076814	2.417217359	6.361265191	4.285132772	4.413159289	1.974784134	6.878349353	5.369687083	4.373830794	5.29272338	2.302683585	5.487481728	6.675042736	4.965068929	5.251817177	4.79833041	2.286039232	3.893149936	4.403302572	3.7709385	4.004832759	5.383522973	6.751292929	4.614951514	6.03429996	1.946508401	7.144751546	4.721918631	5.543459276	6.831378721	5.304875352	5.431366356	7.230410335	6.174356019	1.946508401	2.811796148	5.609819019	2.862077715	4.82908183	4.891719752	3.972364538	5.817078961	3.987959279	4.038600805	0.215811133	3.789092981	2.495254436	4.821432968	5.307405658	4.567610546	4.969219746	3.537517734	7.067625105	4.534822187	5.339329205	5.846185221	4.950088258	5.269995709	2.728491592	4.60465241	4.055557156	4.723650432	5.33425619	5.755400839	4.11353246	1.455022184	4.356120733	5.316810266	4.538042918	5.438295645	5.200582841	5.099988577	3.627318234	3.002492467	4.003980025	7.296829074	6.180876792	2.049678304	3.113615439	5.582998133	3.705289193	5.564320776	4.95361937	7.764313252	1.992751689	7.928411875	4.378227952	1.0215101	3.788640612	5.850945299	-0.571570777	4.066069695	2.379459588	4.460134977	5.295202064	4.756273399	6.291685498	2.92550044	4.722601352	7.163129682	4.511826757	2.67748948	4.557004797	6.050138102	6.315740947	5.196752407	6.566901823	5.703007263	7.087646386	4.924543046	4.974450226	5.560647885	4.783265602	5.010241204	3.665138439	2.469059259	2.964067512	5.267456004	6.101467419	4.879501545	4.846178294	5.179340611	4.995819532	6.120548263	4.908549563	5.525274961	5.99907478	3.914532872	5.12198115	3.541344061	6.861932295	6.624706963	0.277941993	5.963161264	5.92757126	2.081557731	2.783553058	4.845141243	3.493698456	4.951911434	4.571180719	4.77803711	1.565919439	5.455510231	6.562269663	6.682999815	3.293501611	4.564756561	5.871322973	5.539348503	6.205426451	5.773460492	4.996502857	5.379594034	4.549123741	4.1441892	6.231947162	4.503549146	5.597322376	4.643998895	5.61587222	4.375290021	6.037176285	4.873562117	4.409848634	5.869680147	5.97455264	5.704572599	3.635411242	3.277650697	3.963138981	5.258249187	5.822554089	6.183078566	4.475749502	3.978111506	5.258921695	7.580338564	5.252515423	4.819648321	3.048583921	5.765436287	5.565832367	4.026021061	5.321925292	4.859534303	4.985364585	4.870377867	5.432813715	2.695208799	6.684129324	4.476839055	4.257872692	4.907531236	4.269600644	6.604791689	6.652454117	4.194692561	-0.055962685	3.026411041	6.498047082	6.141986012	6.265889121	5.600734198	3.017416612	7.02015825	5.354056106	5.194990098	2.323637208	6.42811406	3.6748988	5.595793955	4.250677452	7.263235605	5.32371561	6.028032707	5.660495589	4.539123605	4.960154687	6.79339976	3.015130678	5.102433913	5.031984199	4.876720289	4.014297071	3.936005947	4.866204363	5.508206837	4.612131991	5.126206084	5.798550068	2.614854589	5.537433599	3.933489489	5.227214224	4.132955311	3.374526004	4.533041753	5.238272769	5.135765339	4.91097637	5.738275102	3.394723113	6.4309482	5.093539897	6.115045299	2.282342971	3.954462302	6.067533218	6.381619106	5.281060618	5.150558131	5.067452056	5.929240243	3.01000253	7.072062752	5.910447249	4.487320886	4.526948068	6.773002317	7.493326932	4.781873769	4.347965271	6.546094898	5.86161588	3.892741959	3.122943051	6.393565306	3.427608847	4.446669854	4.302365982	3.602896729	7.43406652	0.162826863	7.035043779	4.884463777	6.765314771	4.038185174	2.531488471	6.204574125	6.098917479	4.622759389	1.578996758	3.67941631	5.615452804	1.650966249	6.016862898	4.604299028	5.370039964	2.589559646
HEATR6	4.294870091	5.658226933	4.000610029	4.428123824	5.017201857	4.455791263	4.590066293	4.941362938	4.341240517	4.613900528	5.078005027	4.592893094	4.061190772	4.862690585	5.033349251	4.723310739	4.406569827	4.68747418	5.35629828	4.033689169	4.907531236	4.971329228	4.444100009	4.76571315	5.393755034	4.86827399	4.634470872	4.550916799	4.656036872	4.152034339	4.663128787	4.35574266	4.761473086	4.449184225	4.466301264	4.193551806	4.402202944	5.495340575	4.786807202	3.999407296	5.198140006	5.273579454	4.297876371	3.924225131	3.83553064	5.351862059	4.953286196	4.245341445	4.558433991	4.695567236	4.902268094	4.921118459	4.982186545	5.018242403	5.522690833	4.441555107	4.369423103	3.969457107	4.504618207	5.184559533	4.154008581	4.23961246	4.049956155	5.039378884	4.251042172	5.482350083	5.197108869	4.631288935	4.65389974	4.001479556	4.699056411	3.903912479	4.762896056	5.405424028	4.880588619	4.366471956	5.33212401	4.789594785	4.501389118	4.5654703	4.547341081	3.977695947	5.563165438	4.088023374	5.161607904	4.010563919	4.303867591	4.178112082	4.967496034	4.854955289	4.300124938	4.155996469	4.486246151	4.640463309	5.279323646	4.302365982	4.302744596	4.948370579	5.330962766	4.158328829	4.169624825	3.730718788	4.773129075	3.685731715	4.3106085	4.387474175	4.785003557	4.712049242	5.99907478	4.667723393	4.419770201	4.574021614	4.686787217	4.806015222	5.311802201	3.933019651	3.782922264	5.135033223	4.529810616	4.993399883	4.280573512	4.683269352	4.280573512	4.172371023	5.302309515	4.713122559	4.193183137	4.712760535	5.04595324	4.215838594	4.760098469	4.468144955	4.16222561	4.484423607	4.758720212	3.961904985	4.643998895	4.58472975	4.546982319	5.037592991	5.184559533	3.922943326	4.828026134	4.692383817	4.903680744	4.710640234	4.835016784	4.867607624	4.897401698	5.41051119	4.966796503	4.804949652	4.142653037	3.975261153	4.190419215	5.235014386	4.480834302	4.539835782	4.078803963	3.991246001	4.302744596	5.613231932	4.126257541	4.272267579	4.026410825	3.7713795	4.835702371	4.617104479	4.873211309	5.031277868	4.088795278	4.003129453	5.274674325	4.591127609	5.457707309	4.033293528	3.93478085	4.393680955	3.890579978	4.331922691	3.639504463	4.384126379	3.218722071	5.559149474	4.151635136	4.516154848	3.603824655	4.339773127	4.07205596	3.802713251	3.774466584	4.078803963	3.837300127	4.297876371	3.788640612	4.115540795	3.710257278	3.917039553	4.872852172	5.070278212	3.739203994	3.962320013	4.874259148	4.17738058	4.831196503	4.728862359	4.30349239	4.821796895	4.85742376	4.543762746	4.137624312	4.44703413	4.117114923	4.22776803	4.055175069	4.346442768	4.401458225	3.999407296	4.30312432	4.172371023	4.648971342	3.959420669	4.199314476	5.325179322	4.399962027	4.653201923	4.177741896	4.385257373	4.308735577	4.228527594	5.04741632	4.260123973	5.361015367	3.288698881	4.624176266	3.902639478	4.358703146	4.363510898	4.433915565	4.818211604	4.217361846	5.169084691	5.151250061	5.553167017	4.890684512	4.182295985	4.767465146	4.602877656	4.194692561	5.017909056	4.708509992	4.42192868	5.409087895	5.064612746	4.812932557	4.132566852	4.6670108	4.772789127	4.764271653	5.154787003	4.774185436	4.594682578	4.247995393	4.866912817	5.150558131	4.722957565	4.502830517	4.384126379	5.523047571	4.772450246	5.261431957	4.377852273	4.646846586	4.959133378	4.269969488	5.058641551	4.693087945	5.462139259	4.490211391	4.69486081	4.927375616	4.328953136	4.102784846	4.361638618	5.726849132	3.858087222	4.425552611	3.940643599	4.789221452	4.850410326	4.589003561	4.4091474	4.552716172	4.74714178	4.901602597	4.507512694	4.364972082	4.389301283	5.034074847	4.574733556	4.654605194	4.278305626	5.315010646	4.985015292	4.610352389	4.529810616	4.559152448	4.679049591	5.555417629	4.444100009	5.398078257	4.816122958	4.597881815	4.282858697	4.665964754	4.770314817	4.381183987	4.106386348	5.12091016	6.016049108	4.215447895	4.89316998	4.318130063	4.443368654	5.166208789	5.180730322	4.371264207	4.746799347	4.602515493	5.303484116	4.82353317	5.217517422	4.596817822	3.936806538	4.140291647	5.630485423	4.416081435	5.568071285	4.471374148	4.485163937	4.571892932	4.5251461	4.189649587	4.047474391	3.996495904	5.084065231	4.422671807	4.734804221	3.804495322	4.626316975	4.805646185	4.468481759	4.715916506	4.193183137	4.749981137	5.510058076	5.33678454	4.818575221	4.945187627	4.581504988	4.75314254	4.867273543	4.591821021	4.706067675	4.388562566	5.261795486	4.339773127	4.910633655	4.393680955	4.655692883	4.537329466	4.707104322	5.332866098	4.579724744	5.309980925	4.502830517	4.703958634	4.391847353	5.14812388	5.078005027	4.458287747	4.860940351	4.41388957	4.593975555	4.051586957	3.891873119	4.621330937	4.78154435	4.145331176	4.382291492	5.129357292	3.621286095	4.658516625	4.587569465	4.759417576	4.75314254	4.11986427	4.115932414	4.7384056	4.751030461	4.441555107	5.410892383	5.050532735	4.543762746	4.265075412	4.642948861	4.269600644	5.241544445	4.347197778	5.344693729	4.877398148	4.93436507	5.192138929	4.85742376	5.705704289	5.817834416	4.645793086	4.492381267	5.644585519	5.126581002	6.15659657	5.357722818	5.543831235	4.445212932	4.500661959	4.921455865	4.898123131	3.966071543	4.610705681	5.073401019	6.145538069	4.051586957	5.210897891	5.455130791	5.41125858	5.022866269	4.816827099	5.160560852	4.449554744	4.228909517	4.4528235	4.515790835	4.094787016	4.009269207	5.031634009	5.150558131	4.29449472	4.925602701	4.660658981	4.778740234	2.99664945
